Age,BusinessTravel,Department,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,OverTime
32,Travel_Rarely,Research & Development,Life Sciences,727,3,Female,Research Director,4,Single,11159,3,Y,No
47,Travel_Rarely,Sales,Marketing,728,4,Male,Sales Executive,1,Single,4960,2,Y,No
40,Travel_Frequently,Sales,Life Sciences,729,4,Male,Sales Executive,1,Married,10475,5,Y,Yes
53,Travel_Rarely,Research & Development,Life Sciences,730,3,Male,Research Director,3,Married,14814,3,Y,No
41,Travel_Rarely,Human Resources,Human Resources,731,2,Male,Manager,4,Divorced,19141,3,Y,No
60,Travel_Rarely,Sales,Marketing,732,1,Male,Sales Executive,1,Single,5405,8,Y,No
27,Travel_Frequently,Research & Development,Life Sciences,733,4,Male,Manufacturing Director,1,Divorced,8793,1,Y,No
41,Travel_Rarely,Human Resources,Human Resources,734,4,Male,Manager,3,Married,19189,1,Y,No
50,Travel_Rarely,Sales,Marketing,738,4,Male,Sales Representative,2,Married,3875,7,Y,No
28,Travel_Rarely,Research & Development,Life Sciences,741,1,Female,Research Scientist,2,Single,2216,7,Y,Yes
36,Non-Travel,Research & Development,Life Sciences,742,1,Female,Research Director,1,Married,11713,9,Y,No
38,Travel_Rarely,Research & Development,Life Sciences,743,3,Female,Manufacturing Director,3,Single,7861,4,Y,Yes
44,Non-Travel,Research & Development,Medical,744,1,Male,Laboratory Technician,3,Single,3708,2,Y,No
47,Travel_Frequently,Sales,Medical,746,4,Female,Sales Executive,3,Divorced,13770,9,Y,Yes
30,Travel_Rarely,Sales,Marketing,747,3,Male,Sales Executive,4,Divorced,5304,7,Y,No
29,Travel_Rarely,Sales,Life Sciences,749,3,Male,Sales Representative,3,Single,2642,1,Y,No
42,Travel_Frequently,Research & Development,Medical,752,3,Male,Research Scientist,3,Divorced,2759,6,Y,Yes
43,Travel_Frequently,Sales,Life Sciences,754,4,Male,Sales Executive,4,Married,6804,3,Y,No
34,Travel_Rarely,Research & Development,Medical,757,2,Female,Healthcare Representative,3,Single,6142,3,Y,No
23,Travel_Rarely,Research & Development,Medical,758,2,Male,Laboratory Technician,1,Married,2500,1,Y,No
39,Travel_Rarely,Human Resources,Human Resources,760,3,Female,Human Resources,2,Married,6389,9,Y,No
56,Travel_Rarely,Research & Development,Medical,762,3,Male,Healthcare Representative,4,Married,11103,7,Y,No
40,Travel_Rarely,Research & Development,Medical,763,4,Female,Research Scientist,4,Single,2342,0,Y,Yes
27,Travel_Rarely,Research & Development,Medical,764,4,Female,Healthcare Representative,1,Single,6811,8,Y,No
29,Travel_Rarely,Sales,Marketing,766,4,Male,Sales Representative,2,Divorced,2297,1,Y,No
53,Travel_Rarely,Research & Development,Life Sciences,769,4,Male,Laboratory Technician,4,Single,2450,2,Y,No
35,Non-Travel,Research & Development,Life Sciences,771,4,Female,Healthcare Representative,1,Divorced,5093,2,Y,No
32,Travel_Frequently,Research & Development,Life Sciences,772,1,Male,Laboratory Technician,4,Married,5309,1,Y,No
38,Travel_Rarely,Research & Development,Medical,773,4,Male,Research Scientist,3,Married,3057,6,Y,Yes
34,Travel_Rarely,Research & Development,Life Sciences,775,2,Female,Manufacturing Director,1,Divorced,5121,3,Y,No
52,Travel_Rarely,Sales,Marketing,776,3,Male,Manager,1,Married,16856,1,Y,No
33,Travel_Rarely,Research & Development,Other,780,4,Male,Research Scientist,4,Single,2686,1,Y,Yes
25,Travel_Rarely,Sales,Medical,781,3,Female,Sales Executive,4,Single,6180,1,Y,No
45,Travel_Rarely,Sales,Technical Degree,783,2,Male,Sales Representative,3,Single,6632,0,Y,No
23,Travel_Rarely,Research & Development,Medical,784,1,Male,Research Scientist,3,Single,3505,1,Y,No
47,Travel_Frequently,Sales,Life Sciences,785,2,Female,Sales Executive,3,Single,6397,4,Y,Yes
34,Travel_Rarely,Sales,Other,786,4,Male,Sales Executive,4,Single,6274,1,Y,No
55,Travel_Rarely,Research & Development,Medical,787,4,Male,Manager,1,Married,19859,5,Y,Yes
36,Non-Travel,Sales,Life Sciences,789,1,Male,Sales Executive,1,Single,7587,1,Y,No
52,Non-Travel,Research & Development,Medical,791,4,Male,Research Scientist,4,Married,4258,0,Y,No
26,Travel_Frequently,Research & Development,Life Sciences,792,1,Female,Laboratory Technician,4,Divorced,4364,3,Y,No
29,Travel_Rarely,Research & Development,Medical,793,2,Female,Healthcare Representative,3,Married,4335,4,Y,No
26,Travel_Rarely,Sales,Technical Degree,796,4,Male,Sales Executive,1,Single,5326,6,Y,No
34,Travel_Rarely,Research & Development,Life Sciences,797,2,Female,Research Scientist,4,Single,3280,2,Y,No
54,Travel_Rarely,Research & Development,Medical,799,4,Female,Manufacturing Director,1,Divorced,5485,9,Y,Yes
27,Travel_Frequently,Sales,Marketing,800,3,Male,Sales Executive,4,Married,4342,0,Y,No
37,Travel_Rarely,Research & Development,Life Sciences,802,4,Female,Research Scientist,1,Divorced,2782,0,Y,Yes
38,Travel_Frequently,Research & Development,Life Sciences,803,1,Female,Manufacturing Director,1,Single,5980,6,Y,Yes
34,Travel_Rarely,Research & Development,Medical,804,3,Female,Research Scientist,1,Single,4381,1,Y,No
35,Travel_Rarely,Sales,Life Sciences,805,1,Female,Sales Representative,4,Married,2572,1,Y,No
30,Travel_Rarely,Research & Development,Life Sciences,806,4,Male,Laboratory Technician,3,Married,3833,3,Y,No
40,Travel_Frequently,Research & Development,Medical,807,3,Female,Healthcare Representative,2,Married,4244,1,Y,No
34,Travel_Rarely,Sales,Life Sciences,808,3,Female,Sales Executive,1,Married,6500,5,Y,No
42,Travel_Frequently,Research & Development,Life Sciences,809,2,Male,Manager,4,Divorced,18430,1,Y,No
23,Travel_Rarely,Research & Development,Life Sciences,811,3,Male,Laboratory Technician,1,Married,1601,1,Y,Yes
24,Non-Travel,Research & Development,Life Sciences,812,3,Male,Laboratory Technician,2,Divorced,2694,1,Y,No
52,Travel_Rarely,Research & Development,Life Sciences,813,4,Female,Laboratory Technician,3,Married,3149,8,Y,No
50,Travel_Rarely,Research & Development,Medical,815,3,Male,Research Director,3,Married,17639,5,Y,No
29,Travel_Rarely,Research & Development,Life Sciences,816,2,Female,Laboratory Technician,1,Married,2319,1,Y,Yes
33,Travel_Rarely,Research & Development,Medical,817,3,Male,Research Director,3,Married,11691,0,Y,No
33,Travel_Rarely,Sales,Marketing,819,1,Female,Sales Executive,1,Single,5324,5,Y,No
47,Travel_Rarely,Research & Development,Other,820,3,Female,Manager,4,Married,16752,1,Y,Yes
36,Travel_Rarely,Research & Development,Other,823,3,Female,Manufacturing Director,2,Married,5228,0,Y,No
29,Travel_Rarely,Research & Development,Life Sciences,824,3,Male,Research Scientist,3,Married,2700,1,Y,No
58,Travel_Rarely,Research & Development,Life Sciences,825,4,Male,Research Director,2,Single,19246,7,Y,Yes
35,Travel_Rarely,Research & Development,Life Sciences,826,4,Female,Research Scientist,3,Single,2506,3,Y,No
42,Travel_Rarely,Research & Development,Life Sciences,827,4,Female,Manufacturing Director,4,Married,6062,9,Y,Yes
28,Travel_Rarely,Research & Development,Medical,828,3,Male,Research Scientist,3,Single,4382,6,Y,No
36,Travel_Rarely,Human Resources,Human Resources,829,3,Male,Human Resources,2,Married,2143,4,Y,No
32,Travel_Rarely,Research & Development,Life Sciences,830,3,Female,Manufacturing Director,3,Married,6162,1,Y,No
40,Travel_Frequently,Research & Development,Medical,832,1,Male,Laboratory Technician,3,Single,5094,6,Y,No
30,Travel_Rarely,Research & Development,Medical,833,3,Female,Manufacturing Director,4,Single,6877,5,Y,Yes
45,Travel_Rarely,Research & Development,Life Sciences,834,2,Female,Research Scientist,3,Single,2274,1,Y,No
42,Travel_Rarely,Research & Development,Life Sciences,836,2,Male,Manufacturing Director,2,Married,4434,1,Y,No
38,Travel_Frequently,Research & Development,Life Sciences,837,1,Male,Healthcare Representative,1,Divorced,6288,2,Y,No
34,Travel_Frequently,Research & Development,Life Sciences,838,3,Female,Research Scientist,4,Single,2553,1,Y,No
49,Travel_Rarely,Sales,Marketing,840,3,Female,Sales Executive,4,Married,7654,1,Y,No
55,Travel_Rarely,Sales,Medical,842,3,Male,Sales Executive,4,Single,5160,4,Y,No
43,Travel_Rarely,Research & Development,Life Sciences,843,2,Male,Research Director,1,Married,17159,6,Y,No
27,Travel_Rarely,Research & Development,Technical Degree,844,3,Male,Research Director,4,Divorced,12808,1,Y,Yes
35,Travel_Rarely,Research & Development,Other,845,3,Male,Manufacturing Director,3,Single,10221,3,Y,No
28,Travel_Rarely,Sales,Marketing,846,2,Female,Sales Executive,2,Married,4779,1,Y,Yes
34,Travel_Rarely,Human Resources,Human Resources,847,3,Male,Human Resources,4,Married,3737,0,Y,No
26,Travel_Frequently,Research & Development,Medical,848,3,Female,Research Scientist,3,Married,2366,1,Y,Yes
27,Non-Travel,Research & Development,Medical,850,4,Male,Research Scientist,4,Married,1706,1,Y,No
51,Travel_Rarely,Sales,Marketing,851,1,Female,Manager,3,Married,16307,2,Y,No
44,Travel_Rarely,Research & Development,Medical,852,4,Male,Healthcare Representative,2,Single,5933,9,Y,No
25,Travel_Rarely,Research & Development,Medical,854,1,Male,Research Scientist,1,Single,3424,7,Y,No
33,Travel_Rarely,Sales,Medical,855,1,Male,Sales Executive,1,Divorced,4037,1,Y,No
35,Travel_Rarely,Research & Development,Medical,856,3,Female,Research Scientist,1,Single,2559,1,Y,No
36,Travel_Rarely,Sales,Life Sciences,857,2,Male,Sales Executive,4,Married,6201,1,Y,Yes
32,Travel_Rarely,Sales,Life Sciences,859,2,Male,Sales Executive,4,Divorced,4403,2,Y,No
30,Travel_Frequently,Research & Development,Life Sciences,861,2,Male,Research Scientist,4,Divorced,3761,9,Y,No
53,Travel_Rarely,Sales,Marketing,862,1,Female,Sales Executive,4,Married,10934,7,Y,Yes
45,Travel_Rarely,Sales,Marketing,864,4,Male,Sales Executive,1,Divorced,10761,4,Y,Yes
32,Travel_Rarely,Research & Development,Medical,865,3,Female,Research Scientist,3,Married,5175,5,Y,No
52,Travel_Frequently,Research & Development,Medical,867,3,Female,Manufacturing Director,4,Married,13826,3,Y,No
37,Travel_Rarely,Sales,Marketing,868,4,Male,Sales Executive,3,Divorced,6334,4,Y,No
28,Travel_Rarely,Human Resources,Medical,869,2,Male,Human Resources,4,Divorced,4936,1,Y,No
22,Travel_Rarely,Research & Development,Life Sciences,872,4,Male,Manufacturing Director,4,Married,4775,6,Y,No
44,Travel_Rarely,Research & Development,Life Sciences,874,1,Male,Laboratory Technician,4,Married,2818,2,Y,Yes
42,Travel_Frequently,Research & Development,Medical,875,2,Male,Research Scientist,4,Single,2515,5,Y,Yes
36,Travel_Rarely,Human Resources,Life Sciences,878,1,Male,Human Resources,1,Married,2342,0,Y,No
25,Travel_Rarely,Sales,Other,879,3,Male,Sales Executive,1,Married,4194,1,Y,Yes
35,Travel_Rarely,Research & Development,Life Sciences,880,4,Female,Manufacturing Director,3,Married,10685,1,Y,Yes
35,Travel_Frequently,Research & Development,Life Sciences,881,4,Female,Research Scientist,2,Divorced,2022,1,Y,Yes
32,Non-Travel,Research & Development,Life Sciences,882,4,Male,Laboratory Technician,4,Divorced,2314,0,Y,No
25,Travel_Rarely,Sales,Marketing,885,3,Male,Sales Executive,1,Married,4256,1,Y,No
49,Travel_Rarely,Research & Development,Technical Degree,887,3,Female,Research Scientist,1,Married,3580,2,Y,No
24,Non-Travel,Research & Development,Life Sciences,888,1,Male,Laboratory Technician,4,Married,3162,0,Y,No
32,Travel_Frequently,Sales,Life Sciences,889,2,Male,Sales Executive,2,Married,6524,1,Y,No
38,Travel_Rarely,Sales,Marketing,893,2,Male,Sales Representative,2,Married,2899,0,Y,No
42,Travel_Rarely,Research & Development,Life Sciences,894,3,Female,Laboratory Technician,4,Married,5231,2,Y,Yes
31,Travel_Rarely,Research & Development,Life Sciences,895,4,Male,Research Scientist,4,Married,2356,3,Y,Yes
29,Travel_Rarely,Sales,Medical,896,2,Female,Sales Representative,3,Divorced,2800,6,Y,Yes
53,Travel_Rarely,Sales,Marketing,897,1,Male,Sales Executive,4,Married,11836,5,Y,No
35,Travel_Rarely,Research & Development,Technical Degree,899,4,Male,Manufacturing Director,2,Married,10903,3,Y,No
37,Travel_Frequently,Sales,Medical,900,3,Female,Sales Representative,4,Married,2973,5,Y,No
53,Travel_Rarely,Research & Development,Life Sciences,901,4,Female,Research Director,4,Single,14275,6,Y,No
43,Travel_Frequently,Research & Development,Life Sciences,902,4,Female,Healthcare Representative,4,Married,5562,4,Y,No
47,Travel_Rarely,Sales,Marketing,903,3,Female,Sales Executive,4,Married,4537,0,Y,Yes
37,Non-Travel,Sales,Medical,904,1,Male,Sales Executive,2,Single,7642,1,Y,Yes
50,Non-Travel,Research & Development,Life Sciences,905,1,Male,Manager,1,Divorced,17924,1,Y,No
39,Travel_Rarely,Human Resources,Life Sciences,909,4,Female,Human Resources,4,Married,5204,8,Y,No
33,Travel_Rarely,Human Resources,Human Resources,910,4,Male,Human Resources,2,Divorced,2277,3,Y,Yes
32,Travel_Rarely,Research & Development,Life Sciences,911,1,Male,Laboratory Technician,4,Single,2795,1,Y,Yes
29,Travel_Rarely,Research & Development,Medical,912,1,Female,Laboratory Technician,4,Divorced,2532,6,Y,No
44,Travel_Rarely,Research & Development,Life Sciences,913,2,Male,Research Scientist,1,Married,2559,1,Y,Yes
28,Travel_Rarely,Sales,Medical,916,1,Male,Sales Executive,4,Single,4908,1,Y,No
58,Travel_Frequently,Research & Development,Life Sciences,918,4,Male,Laboratory Technician,4,Divorced,2380,9,Y,Yes
43,Travel_Rarely,Research & Development,Life Sciences,920,1,Female,Manufacturing Director,2,Divorced,4765,4,Y,No
20,Travel_Rarely,Sales,Medical,922,3,Female,Sales Representative,3,Single,2044,1,Y,No
21,Travel_Rarely,Research & Development,Other,923,4,Female,Research Scientist,4,Single,2693,1,Y,No
36,Travel_Rarely,Research & Development,Life Sciences,924,3,Male,Healthcare Representative,4,Married,6586,0,Y,Yes
47,Travel_Rarely,Sales,Life Sciences,925,4,Female,Sales Representative,4,Single,3294,1,Y,Yes
22,Travel_Rarely,Research & Development,Life Sciences,926,2,Female,Manufacturing Director,3,Married,4171,0,Y,Yes
41,Travel_Rarely,Research & Development,Life Sciences,927,2,Female,Laboratory Technician,4,Divorced,2778,4,Y,Yes
28,Travel_Rarely,Research & Development,Medical,930,3,Female,Research Scientist,3,Divorced,2377,5,Y,No
39,Travel_Rarely,Research & Development,Medical,932,4,Male,Laboratory Technician,1,Married,2404,7,Y,Yes
27,Travel_Rarely,Research & Development,Life Sciences,933,2,Female,Research Scientist,3,Single,2318,1,Y,No
34,Travel_Rarely,Research & Development,Life Sciences,934,2,Male,Laboratory Technician,2,Divorced,2008,1,Y,No
42,Travel_Rarely,Sales,Medical,936,3,Female,Sales Executive,3,Single,6244,7,Y,No
33,Travel_Rarely,Research & Development,Other,939,3,Male,Research Scientist,1,Single,2799,3,Y,Yes
58,Travel_Rarely,Research & Development,Technical Degree,940,3,Female,Healthcare Representative,2,Divorced,10552,2,Y,Yes
31,Travel_Rarely,Sales,Life Sciences,941,2,Male,Sales Representative,3,Married,2329,3,Y,No
35,Travel_Rarely,Research & Development,Life Sciences,942,4,Female,Healthcare Representative,4,Married,4014,1,Y,Yes
49,Travel_Rarely,Research & Development,Other,944,1,Female,Laboratory Technician,2,Married,7403,4,Y,No
48,Travel_Rarely,Research & Development,Medical,945,4,Male,Research Scientist,3,Married,2259,4,Y,No
31,Non-Travel,Sales,Marketing,947,4,Female,Sales Executive,3,Married,6932,1,Y,No
36,Travel_Rarely,Research & Development,Other,949,2,Male,Research Scientist,4,Single,4678,2,Y,No
38,Travel_Rarely,Research & Development,Technical Degree,950,4,Female,Research Director,1,Married,13582,1,Y,No
32,Non-Travel,Research & Development,Life Sciences,951,3,Female,Laboratory Technician,2,Married,2332,6,Y,No
25,Travel_Rarely,Sales,Marketing,952,3,Male,Sales Representative,2,Married,2413,1,Y,Yes
40,Travel_Rarely,Sales,Marketing,954,1,Male,Sales Executive,2,Divorced,9705,2,Y,No
26,Travel_Frequently,Sales,Medical,956,3,Male,Sales Executive,1,Single,4294,1,Y,No
41,Travel_Rarely,Research & Development,Medical,957,4,Male,Laboratory Technician,1,Single,4721,2,Y,Yes
36,Travel_Rarely,Research & Development,Medical,958,3,Male,Laboratory Technician,3,Single,2519,4,Y,No
19,Travel_Rarely,Sales,Other,959,4,Male,Sales Representative,2,Single,2121,1,Y,Yes
20,Travel_Rarely,Research & Development,Technical Degree,960,1,Male,Laboratory Technician,1,Single,2973,1,Y,No
31,Travel_Rarely,Research & Development,Medical,961,4,Female,Healthcare Representative,4,Married,5855,0,Y,Yes
40,Travel_Frequently,Research & Development,Medical,964,4,Male,Research Scientist,2,Divorced,3617,8,Y,Yes
32,Travel_Rarely,Research & Development,Medical,966,3,Female,Manufacturing Director,1,Married,6725,1,Y,No
36,Travel_Rarely,Sales,Life Sciences,967,3,Male,Sales Executive,4,Married,10325,1,Y,Yes
33,Travel_Rarely,Research & Development,Life Sciences,969,2,Female,Healthcare Representative,4,Single,6949,0,Y,No
37,Travel_Rarely,Sales,Life Sciences,970,1,Male,Sales Executive,3,Married,10609,5,Y,No
45,Non-Travel,Research & Development,Life Sciences,972,3,Male,Laboratory Technician,2,Married,4447,1,Y,No
29,Travel_Frequently,Sales,Technical Degree,974,3,Female,Sales Representative,4,Married,2157,1,Y,No
35,Travel_Rarely,Sales,Medical,975,3,Female,Sales Executive,3,Married,4601,1,Y,No
52,Travel_Rarely,Research & Development,Life Sciences,976,4,Male,Manager,4,Married,17099,2,Y,No
58,Travel_Rarely,Research & Development,Technical Degree,977,4,Male,Research Scientist,3,Single,2479,4,Y,No
53,Travel_Rarely,Sales,Medical,981,3,Male,Manager,3,Divorced,14852,6,Y,No
30,Travel_Rarely,Sales,Other,982,3,Male,Sales Executive,3,Divorced,7264,5,Y,No
38,Non-Travel,Sales,Technical Degree,983,3,Female,Sales Executive,4,Single,5666,1,Y,Yes
35,Travel_Rarely,Sales,Life Sciences,984,4,Male,Sales Executive,4,Divorced,7823,6,Y,No
39,Travel_Rarely,Sales,Life Sciences,985,1,Male,Sales Executive,3,Single,7880,0,Y,No
40,Non-Travel,Sales,Life Sciences,986,2,Female,Sales Executive,2,Single,13194,4,Y,Yes
47,Travel_Frequently,Research & Development,Medical,987,3,Male,Manufacturing Director,3,Divorced,5067,1,Y,Yes
36,Non-Travel,Sales,Technical Degree,990,1,Male,Sales Executive,4,Divorced,5079,4,Y,No
31,Non-Travel,Research & Development,Medical,991,3,Male,Research Scientist,1,Single,2321,0,Y,Yes
33,Non-Travel,Sales,Life Sciences,992,4,Male,Manager,3,Single,17444,1,Y,No
29,Travel_Rarely,Research & Development,Life Sciences,994,4,Female,Research Scientist,1,Single,2404,6,Y,Yes
33,Travel_Rarely,Research & Development,Life Sciences,995,2,Female,Research Scientist,4,Single,3452,3,Y,No
45,Travel_Rarely,Research & Development,Medical,996,4,Female,Laboratory Technician,4,Divorced,2270,3,Y,No
50,Travel_Rarely,Research & Development,Medical,997,4,Male,Research Director,4,Divorced,17399,9,Y,No
33,Travel_Frequently,Research & Development,Other,998,3,Female,Healthcare Representative,2,Married,5488,1,Y,Yes
41,Travel_Frequently,Research & Development,Medical,999,1,Male,Research Director,3,Divorced,19419,2,Y,No
27,Travel_Rarely,Research & Development,Technical Degree,1001,3,Female,Laboratory Technician,2,Married,2811,9,Y,No
45,Non-Travel,Research & Development,Life Sciences,1002,4,Male,Laboratory Technician,1,Married,3633,1,Y,Yes
47,Travel_Rarely,Sales,Life Sciences,1003,4,Female,Sales Executive,4,Single,4163,1,Y,Yes
30,Travel_Rarely,Research & Development,Life Sciences,1004,1,Female,Research Scientist,3,Married,2132,4,Y,Yes
50,Travel_Rarely,Research & Development,Life Sciences,1005,4,Male,Manufacturing Director,3,Married,13973,3,Y,Yes
38,Travel_Frequently,Research & Development,Medical,1006,3,Male,Research Scientist,3,Married,2684,0,Y,No
46,Travel_Rarely,Research & Development,Medical,1007,4,Male,Manufacturing Director,3,Divorced,10845,6,Y,No
24,Travel_Rarely,Research & Development,Medical,1009,4,Female,Manufacturing Director,3,Divorced,4377,1,Y,No
35,Travel_Rarely,Research & Development,Other,1010,3,Male,Laboratory Technician,2,Divorced,3743,1,Y,Yes
31,Travel_Frequently,Research & Development,Life Sciences,1011,3,Female,Manufacturing Director,1,Married,4148,1,Y,No
18,Non-Travel,Research & Development,Life Sciences,1012,2,Male,Research Scientist,4,Single,1051,1,Y,No
54,Travel_Rarely,Research & Development,Technical Degree,1013,3,Female,Manufacturing Director,3,Married,10739,8,Y,No
35,Travel_Rarely,Research & Development,Medical,1014,3,Female,Healthcare Representative,3,Divorced,10388,1,Y,Yes
30,Travel_Rarely,Research & Development,Life Sciences,1015,2,Female,Research Director,1,Married,11416,0,Y,Yes
20,Travel_Rarely,Research & Development,Medical,1016,4,Female,Research Scientist,1,Single,2600,1,Y,Yes
30,Travel_Frequently,Research & Development,Medical,1017,2,Female,Laboratory Technician,2,Single,2422,0,Y,No
26,Travel_Rarely,Research & Development,Medical,1018,4,Male,Manufacturing Director,4,Married,5472,1,Y,No
22,Travel_Rarely,Research & Development,Life Sciences,1019,2,Male,Laboratory Technician,1,Married,2451,1,Y,No
48,Travel_Rarely,Research & Development,Life Sciences,1022,1,Male,Healthcare Representative,3,Single,4240,2,Y,No
48,Travel_Rarely,Research & Development,Life Sciences,1024,3,Male,Healthcare Representative,3,Single,10999,7,Y,No
41,Travel_Rarely,Research & Development,Medical,1025,4,Female,Manufacturing Director,3,Single,5003,6,Y,No
39,Travel_Rarely,Research & Development,Life Sciences,1026,4,Female,Manufacturing Director,4,Married,12742,1,Y,No
27,Travel_Rarely,Research & Development,Life Sciences,1027,1,Female,Manufacturing Director,4,Married,4227,0,Y,No
35,Travel_Rarely,Research & Development,Other,1028,2,Male,Laboratory Technician,4,Divorced,3917,1,Y,No
42,Travel_Rarely,Sales,Marketing,1029,4,Male,Manager,3,Married,18303,6,Y,No
50,Travel_Rarely,Research & Development,Life Sciences,1030,1,Male,Laboratory Technician,4,Married,2380,4,Y,No
59,Travel_Rarely,Research & Development,Life Sciences,1032,3,Female,Manufacturing Director,4,Single,13726,3,Y,Yes
37,Travel_Rarely,Research & Development,Medical,1033,1,Female,Healthcare Representative,2,Married,4777,5,Y,No
55,Travel_Frequently,Research & Development,Medical,1034,3,Male,Healthcare Representative,2,Married,6385,3,Y,Yes
41,Non-Travel,Research & Development,Life Sciences,1035,2,Female,Research Director,3,Divorced,19973,1,Y,No
38,Travel_Rarely,Sales,Life Sciences,1036,2,Male,Sales Executive,4,Single,6861,8,Y,Yes
26,Non-Travel,Sales,Medical,1037,2,Male,Sales Executive,1,Single,4969,8,Y,No
52,Travel_Rarely,Sales,Marketing,1038,1,Female,Manager,4,Married,19845,1,Y,No
44,Travel_Rarely,Sales,Medical,1039,4,Female,Sales Executive,4,Married,13320,3,Y,Yes
50,Non-Travel,Sales,Life Sciences,1040,4,Female,Sales Executive,3,Married,6347,0,Y,No
36,Travel_Rarely,Research & Development,Life Sciences,1042,3,Female,Laboratory Technician,1,Single,2743,1,Y,No
39,Travel_Frequently,Research & Development,Medical,1043,4,Female,Manufacturing Director,1,Single,10880,1,Y,Yes
33,Non-Travel,Sales,Life Sciences,1044,2,Female,Sales Representative,4,Single,2342,0,Y,No
45,Travel_Rarely,Sales,Life Sciences,1045,4,Female,Manager,4,Married,17650,3,Y,No
32,Non-Travel,Research & Development,Medical,1046,4,Female,Laboratory Technician,3,Single,4025,9,Y,No
34,Travel_Rarely,Sales,Marketing,1047,2,Male,Sales Executive,4,Divorced,9725,0,Y,No
59,Travel_Rarely,Sales,Technical Degree,1048,2,Male,Manager,4,Married,11904,3,Y,Yes
45,Travel_Rarely,Human Resources,Medical,1049,2,Male,Human Resources,2,Single,2177,1,Y,No
53,Travel_Frequently,Sales,Marketing,1050,3,Female,Sales Executive,2,Married,7525,2,Y,No
36,Travel_Rarely,Research & Development,Other,1052,1,Male,Laboratory Technician,3,Divorced,4834,7,Y,No
26,Travel_Frequently,Research & Development,Life Sciences,1053,1,Male,Research Scientist,1,Married,2042,6,Y,Yes
34,Travel_Rarely,Sales,Life Sciences,1055,3,Female,Sales Representative,3,Married,2220,1,Y,Yes
28,Travel_Rarely,Sales,Medical,1056,4,Male,Sales Representative,2,Married,1052,1,Y,No
38,Travel_Frequently,Research & Development,Other,1060,3,Male,Research Scientist,3,Married,2821,3,Y,No
50,Travel_Rarely,Research & Development,Medical,1061,2,Male,Research Director,3,Married,19237,2,Y,Yes
37,Travel_Rarely,Research & Development,Other,1062,4,Female,Healthcare Representative,2,Single,4107,3,Y,No
40,Travel_Rarely,Sales,Marketing,1066,3,Male,Sales Executive,1,Married,8396,1,Y,No
26,Travel_Frequently,Research & Development,Medical,1068,1,Female,Research Scientist,3,Divorced,2007,1,Y,No
46,Travel_Rarely,Research & Development,Medical,1069,4,Male,Research Director,4,Divorced,19627,9,Y,No
54,Travel_Rarely,Sales,Life Sciences,1070,3,Female,Sales Executive,3,Married,10686,6,Y,No
56,Travel_Frequently,Research & Development,Medical,1071,1,Female,Research Scientist,3,Married,2942,2,Y,No
36,Travel_Rarely,Research & Development,Medical,1073,4,Female,Manufacturing Director,4,Single,8858,0,Y,No
55,Non-Travel,Research & Development,Medical,1074,3,Male,Manager,1,Single,16756,7,Y,No
43,Travel_Rarely,Sales,Medical,1076,3,Male,Sales Executive,4,Divorced,10798,5,Y,No
20,Travel_Frequently,Sales,Marketing,1077,4,Female,Sales Representative,4,Single,2323,1,Y,Yes
21,Travel_Rarely,Research & Development,Life Sciences,1079,3,Female,Laboratory Technician,1,Single,1416,1,Y,No
46,Travel_Rarely,Research & Development,Life Sciences,1080,4,Female,Research Scientist,1,Divorced,4615,8,Y,Yes
51,Travel_Rarely,Research & Development,Life Sciences,1081,1,Male,Research Scientist,3,Married,2461,9,Y,Yes
28,Non-Travel,Research & Development,Technical Degree,1082,2,Male,Healthcare Representative,1,Single,8722,1,Y,No
26,Travel_Rarely,Research & Development,Medical,1083,1,Male,Laboratory Technician,1,Married,3955,1,Y,No
30,Travel_Rarely,Research & Development,Other,1084,3,Male,Manufacturing Director,1,Married,9957,0,Y,No
41,Travel_Rarely,Research & Development,Technical Degree,1085,2,Female,Research Scientist,3,Married,3376,1,Y,No
38,Travel_Rarely,Research & Development,Life Sciences,1088,3,Female,Healthcare Representative,3,Married,8823,0,Y,No
40,Travel_Rarely,Research & Development,Technical Degree,1092,1,Male,Healthcare Representative,4,Married,10322,4,Y,No
27,Non-Travel,Research & Development,Life Sciences,1094,1,Male,Laboratory Technician,3,Married,4621,1,Y,No
55,Travel_Frequently,Research & Development,Life Sciences,1096,4,Male,Manufacturing Director,2,Married,10976,3,Y,No
28,Travel_Rarely,Research & Development,Other,1097,3,Female,Research Scientist,3,Single,3660,3,Y,No
44,Travel_Rarely,Human Resources,Medical,1098,2,Male,Human Resources,1,Married,10482,9,Y,No
33,Travel_Rarely,Research & Development,Life Sciences,1099,4,Male,Healthcare Representative,4,Divorced,7119,4,Y,No
35,Travel_Rarely,Sales,Technical Degree,1100,4,Male,Sales Executive,1,Single,9582,0,Y,Yes
33,Travel_Frequently,Research & Development,Medical,1101,1,Female,Research Scientist,3,Single,4508,1,Y,No
28,Travel_Rarely,Research & Development,Life Sciences,1102,1,Male,Laboratory Technician,3,Divorced,2207,1,Y,No
34,Travel_Frequently,Research & Development,Life Sciences,1103,1,Male,Healthcare Representative,4,Single,7756,0,Y,No
